train/loss,train/teacher_norm,train/relative_loss,step,train/total_time
1.8777115,2.2318928,0.84130895,8900,
1.688345,2.4500866,0.68909603,8950,
2.1481893,2.4785423,0.8667148,9000,
1.5710258,2.1949825,0.715735,9050,
1.3809239,1.6985481,0.8130025,9100,
1.4243279,1.9685178,0.7235535,9150,
1.2417803,2.0535202,0.6047081,9200,
1.3121014,2.2281547,0.58887357,9250,
1.2519125,1.7712964,0.7067775,9300,
0.925946,1.5363505,0.6026919,9350,
1.2168298,2.031473,0.5989889,9400,
1.7481737,2.20498,0.79282975,9450,
2.7713816,3.3819356,0.8194661,9500,
1.7249379,2.0441496,0.8438413,9550,
1.2280588,1.7387948,0.7062701,9600,
1.3250432,1.7940273,0.7385858,9650,
1.3210497,1.7275169,0.7647101,9700,
1.4230167,1.9140441,0.7434608,9750,
1.8005419,2.0993772,0.8576553,9800,
1.5975957,2.0949426,0.7625964,9850,
1.9393338,2.615694,0.74142224,9900,
1.6643806,1.9800336,0.8405819,9950,
,,,9999,0
