scope,bin_index,time_lower,time_upper,time_center,count,regressor,rmse,relative_rmse,cosine_similarity,sigma_weighted_rmse,sigma_weighted_relative_rmse,sigma_weighted_cosine_similarity
overall,-1,0.001021545147523284,0.4997514486312866,0.25038649688940495,4096,marginal_xt_t,39.66911744766802,1.206578815418538,0.4081104939185785,2.8778336233522066,0.9215229055599609,0.37904675257717013
overall,-1,0.001021545147523284,0.4997514486312866,0.25038649688940495,4096,transition_x0_xt_t,28.820853384312294,0.8766172119072223,0.8490391384751886,1.5811061812087361,0.5062924938687358,0.7683688771633072
time_bin,0,0.001,0.0509,0.02595,387,marginal_xt_t,128.11938992187982,1.2147158656714772,0.2877747191390868,27.46261173248429,0.9523722979368783,0.3750111752974852
time_bin,0,0.001,0.0509,0.02595,387,transition_x0_xt_t,93.60950284291123,0.887523335462626,0.9130593315409886,10.630658322451957,0.3686592008712608,0.9713110352492375
time_bin,1,0.0509,0.1008,0.07585,408,marginal_xt_t,11.361743393925423,0.8616175516098042,0.48154263974466993,10.326054678713406,0.8542986000939818,0.48168868947565413
time_bin,1,0.0509,0.1008,0.07585,408,transition_x0_xt_t,2.648239839825093,0.20082920796165746,0.9733939829047233,2.5342896736612297,0.20966769863271534,0.9747991254676928
time_bin,2,0.1008,0.1507,0.12575,409,marginal_xt_t,6.305995124645415,0.8555191245031545,0.4761725099220621,6.1417847287400145,0.8515134748857671,0.46932257075719486
time_bin,2,0.1008,0.1507,0.12575,409,transition_x0_xt_t,1.8715432843352764,0.2539077561012713,0.947027606967102,1.874315941699997,0.25986017925414545,0.9428639225798784
time_bin,3,0.1507,0.2006,0.17565,391,marginal_xt_t,4.484136112422464,0.858865123688544,0.4997954387701044,4.379208477317259,0.8511400199856132,0.5072958518013819
time_bin,3,0.1507,0.2006,0.17565,391,transition_x0_xt_t,1.6553608283721244,0.31705810148589214,0.9201101986902859,1.6400167801740018,0.31875256048763667,0.9206989517555351
time_bin,4,0.2006,0.2505,0.22555,408,marginal_xt_t,3.5359791406861016,0.9030864983263398,0.44597017750134677,3.5440978057111026,0.9066888532750236,0.443673633185463
time_bin,4,0.2006,0.2505,0.22555,408,transition_x0_xt_t,1.5934511421536133,0.40696626166815936,0.923232866714856,1.581877699672636,0.4046928036879435,0.9232504946164681
time_bin,5,0.2505,0.3004,0.27545,409,marginal_xt_t,2.8962714029479106,0.9154479941922851,0.46673987216605367,2.8743161102128676,0.9122498513191526,0.46670881941929676
time_bin,5,0.2505,0.3004,0.27545,409,transition_x0_xt_t,1.5295409438164613,0.4834544123270263,0.8797165449049554,1.5272609412714542,0.48472176099561004,0.8789414247653071
time_bin,6,0.3004,0.3503,0.32535000000000003,447,marginal_xt_t,2.6878070889561116,0.9915519725106108,0.3652037789525177,2.687619842506055,0.9911190478386442,0.36566969106014574
time_bin,6,0.3004,0.3503,0.32535000000000003,447,transition_x0_xt_t,1.4094987148536617,0.5199745311733346,0.8027468746802319,1.4050029280991634,0.5181257937914681,0.8040363089471488
time_bin,7,0.3503,0.4002,0.37525,417,marginal_xt_t,2.267177361197426,0.9926909658002129,0.34898684455266016,2.2647450304693213,0.993749609260624,0.3453727992477045
time_bin,7,0.3503,0.4002,0.37525,417,transition_x0_xt_t,1.523053858583221,0.6668740751028787,0.7620172803066303,1.523147263994911,0.668343225430398,0.761617955451338
time_bin,8,0.4002,0.4501,0.42515000000000003,398,marginal_xt_t,1.870858894488778,0.9365440452991733,0.4088111595464367,1.8656728255061006,0.9370258353486439,0.4072669015835998
time_bin,8,0.4002,0.4501,0.42515000000000003,398,transition_x0_xt_t,1.5050711671464352,0.7534322569675367,0.7421251147903063,1.503440323371429,0.7550961806616838,0.7414117571049116
time_bin,9,0.4501,0.5,0.47505,422,marginal_xt_t,1.607688510744613,1.0197423365657565,0.3063386531858516,1.6039679309445687,1.0199193580564536,0.30381587023078954
time_bin,9,0.4501,0.5,0.47505,422,transition_x0_xt_t,1.549215004491207,0.9826531184146462,0.6436736845572936,1.5483780057675698,0.9845712443522461,0.6419158354314379
