scope,bin_index,time_lower,time_upper,time_center,count,regressor,rmse,relative_rmse,cosine_similarity,sigma_weighted_rmse,sigma_weighted_relative_rmse,sigma_weighted_cosine_similarity
overall,-1,0.0010431334376335144,0.999502420425415,0.5002727769315243,4096,marginal_xt_t,28.003516152750667,1.1243574290591563,0.30081332353316104,1.446905261271988,0.962910669124184,0.21364749679051992
overall,-1,0.0010431334376335144,0.999502420425415,0.5002727769315243,4096,transition_x0_xt_t,24.4456783295126,0.9815081751967105,0.5482386942526658,1.8203557174091805,1.211440713370252,0.3615147313629945
time_bin,0,0.001,0.1009,0.05095,387,marginal_xt_t,90.79540171563063,1.1268168066093298,0.32979327968336924,13.541175598029044,0.9164482379768562,0.43574970599300356
time_bin,0,0.001,0.1009,0.05095,387,transition_x0_xt_t,79.32562623493114,0.9844710981761368,0.8853592159105164,5.9293727785679184,0.4012918373215272,0.9384654957436717
time_bin,1,0.1009,0.2008,0.15085,408,marginal_xt_t,5.485908646464569,0.832969362224057,0.5499877602813922,5.0012027332720805,0.8287340482942085,0.5585374047348307
time_bin,1,0.1009,0.2008,0.15085,408,transition_x0_xt_t,2.2398091446055233,0.34008812667488214,0.9181692460734457,2.1366203744555783,0.3540528442909111,0.9133067699281503
time_bin,2,0.2008,0.3007,0.25075000000000003,409,marginal_xt_t,3.2641041248626195,0.8953793811028488,0.4712014950482918,3.2103058073654367,0.8979219563501222,0.4657819763930351
time_bin,2,0.2008,0.3007,0.25075000000000003,409,transition_x0_xt_t,1.8598210992589106,0.5101692228909979,0.8539588270636281,1.8364450306673226,0.5136533444517906,0.8493999024966752
time_bin,3,0.3007,0.4006,0.35065,391,marginal_xt_t,2.3887362653733804,0.9419760655508592,0.380533161385765,2.3536088474128625,0.9407039581896146,0.38089485477233276
time_bin,3,0.3007,0.4006,0.35065,391,transition_x0_xt_t,1.6761505161641124,0.6609744622604947,0.7363731385619459,1.6729276939883528,0.6686453890712322,0.7288387563072523
time_bin,4,0.4006,0.5005,0.45055,408,marginal_xt_t,1.7237754963940595,0.9739418038893164,0.3547023404551568,1.7166271564820788,0.9768269937630333,0.3510856679860107
time_bin,4,0.4006,0.5005,0.45055,408,transition_x0_xt_t,1.7074091083906378,0.9646947125548883,0.5985148156967766,1.713785839408974,0.9752101748723567,0.597242450756038
time_bin,5,0.5005,0.6004,0.55045,409,marginal_xt_t,1.2616176262865637,1.003598893178148,0.29397510392018084,1.2548226221736065,1.0032516936622349,0.29489775792695366
time_bin,5,0.5005,0.6004,0.55045,409,transition_x0_xt_t,1.68541569883804,1.340724237404344,0.5207477059505651,1.6838460812706895,1.3462631315771865,0.5210885489374419
time_bin,6,0.6004,0.7003,0.65035,447,marginal_xt_t,0.9502354144269258,1.0665582127928206,0.24278728948659922,0.9480590126694798,1.068194440023305,0.23905391957771527
time_bin,6,0.6004,0.7003,0.65035,447,transition_x0_xt_t,1.6504433921375619,1.8524819512179178,0.42400523798613554,1.648358057628495,1.857233451500583,0.4256413208086566
time_bin,7,0.7003,0.8002,0.7502500000000001,417,marginal_xt_t,0.7090843764405764,1.15923468280742,0.23129171275030877,0.708241484015095,1.1616827879935718,0.23042590098000476
time_bin,7,0.7003,0.8002,0.7502500000000001,417,transition_x0_xt_t,1.8353793844388713,3.0005391590087807,0.27331203771023393,1.8377962490977287,3.0144185544071793,0.27355353095846086
time_bin,8,0.8002,0.9001,0.85015,398,marginal_xt_t,0.6418876703130154,1.504083473319446,0.1606465808574922,0.6410093416240092,1.5063653557373562,0.16133899621902031
time_bin,8,0.8002,0.9001,0.85015,398,transition_x0_xt_t,1.8558103187162478,4.348570254723279,0.24606974133460896,1.8544483742292823,4.357934594003153,0.2461961454543122
time_bin,9,0.9001,1.0,0.9500500000000001,422,marginal_xt_t,0.705262543048967,2.683300246334029,0.01120904259535987,0.705655403220823,2.6908738737959843,0.011520206436568437
time_bin,9,0.9001,1.0,0.9500500000000001,422,transition_x0_xt_t,1.953490309341905,7.4324109226148565,0.07708647052755427,1.9544924066309899,7.453060700068304,0.07668424543746252
