train/loss,train/teacher_norm,train/relative_loss,step,train/total_time
2.6335337,2.8334577,0.9294417,4550,
2.627393,2.6840587,0.9788881,4600,
3.0665221,3.4911904,0.87836003,4650,
1.88484,1.9150422,0.98422897,4700,
1.427824,1.525416,0.9360227,4750,
2.2503643,2.3845384,0.94373167,4800,
1.8946657,2.15915,0.8775054,4850,
2.4695792,2.6255345,0.9406005,4900,
2.3683882,2.7925029,0.84812385,4950,
3.3775482,3.7507246,0.90050554,5000,
3.5315259,3.7773268,0.9349273,5050,
1.4884386,1.8345857,0.8113214,5100,
1.5015186,1.4296024,1.050305,5150,
1.8256636,1.914618,0.9535393,5200,
2.4364805,2.6233644,0.9287617,5250,
2.532672,2.8136663,0.9001323,5300,
2.7376857,2.794938,0.97951573,5350,
2.3915465,2.5983706,0.9204024,5400,
2.9905033,3.415791,0.87549365,5450,
1.7845297,2.0270429,0.8803611,5500,
1.4777095,1.5757694,0.9377701,5550,
1.8766503,2.1186435,0.8857792,5600,
4.133702,4.454469,0.9279898,5650,
2.6479292,3.0921903,0.85632807,5700,
1.7705207,1.9638661,0.90154856,5750,
3.718855,3.7489686,0.99196744,5800,
3.7604158,3.735013,1.0068014,5850,
3.7484577,3.8715296,0.968211,5900,
2.69898,3.0316823,0.89025825,5950,
2.3007188,2.6498854,0.86823326,6000,
1.6150463,1.6364489,0.9869213,6050,
3.1067023,3.0562918,1.016494,6100,
2.850748,2.9139123,0.9783232,6150,
2.4130554,2.362602,1.021355,6200,
1.4141033,1.6625955,0.85053957,6250,
3.8795946,4.147206,0.9354719,6300,
2.7947311,3.0856056,0.90573174,6350,
3.796781,3.8660767,0.9820759,6400,
3.4460082,3.7061577,0.9298062,6450,
1.6630011,1.9890561,0.8360754,6500,
2.5332239,2.544651,0.9955094,6550,
1.7576202,1.803485,0.97456884,6600,
1.5615366,1.8587974,0.8400789,6650,
2.1513634,2.210196,0.9733812,6700,
2.8992968,3.183392,0.91075706,6750,
2.8221025,2.8316188,0.9966393,6800,
3.4905968,3.8498993,0.90667224,6850,
1.8515878,2.1241095,0.8717007,6900,
3.2762222,3.1731994,1.0324665,6950,
2.4239523,2.394476,1.0123101,7000,
1.6507707,1.9246901,0.8576813,7050,
2.4168878,2.4045174,1.0051446,7100,
2.234134,2.4646866,0.9064576,7150,
3.180454,3.2742367,0.9713574,7200,
2.6685925,2.4079137,1.1082592,7250,
1.5966818,1.7281843,0.9239071,7300,
2.1464221,2.2665744,0.94698954,7350,
2.578035,2.97117,0.86768353,7400,
1.4458405,1.8837856,0.76751864,7450,
1.9851787,1.9717369,1.0068172,7500,
1.9121208,2.1178174,0.90287334,7550,
2.8425577,2.9996152,0.94764084,7600,
2.3936498,2.7474632,0.87122184,7650,
2.8249154,2.8375678,0.9955411,7700,
2.1706862,2.1118753,1.0278478,7750,
2.1800413,2.2330825,0.97624755,7800,
4.118359,4.0483584,1.0172912,7850,
3.2558894,3.6262667,0.8978627,7900,
2.6539245,2.9448428,0.9012109,7950,
2.375454,2.6937022,0.8818547,8000,
2.9014688,3.1079307,0.9335693,8050,
2.327966,2.5076041,0.9283626,8100,
2.6853805,2.7566276,0.97415423,8150,
2.5029926,2.5169055,0.99447227,8200,
2.3470638,2.6377392,0.8898013,8250,
2.512052,2.5989628,0.96655947,8300,
2.1662629,2.3150494,0.93573076,8350,
2.092779,1.9659734,1.0645001,8400,
2.3886528,2.5272176,0.945171,8450,
5.157081,5.381334,0.9583277,8500,
2.363534,2.4334424,0.9712718,8550,
2.4464622,2.6534085,0.9220073,8600,
2.3612878,2.6237197,0.89997715,8650,
2.070077,2.2912655,0.9034645,8700,
2.7557092,3.0290542,0.909759,8750,
2.1591597,2.4140987,0.89439577,8800,
2.380537,2.4146965,0.9858535,8850,
3.1122541,3.2218711,0.9659772,8900,
1.5214083,1.8330624,0.8299818,8950,
2.7895646,3.1615963,0.8823279,9000,
2.2314591,2.3719285,0.94077843,9050,
1.8119469,1.9359924,0.93592674,9100,
1.971335,2.334797,0.8443283,9150,
1.6192377,2.15543,0.75123644,9200,
1.5169978,1.9031206,0.79711074,9250,
1.6801028,1.9983358,0.840751,9300,
2.0242987,2.2304745,0.90756416,9350,
2.92279,3.105655,0.9411187,9400,
2.8758018,3.1495385,0.9130867,9450,
4.478772,4.634276,0.96644485,9500,
3.2250173,3.3892214,0.951551,9550,
2.5939722,2.9182963,0.88886523,9600,
2.0884256,2.1319377,0.97959036,9650,
2.0594325,2.2502594,0.91519785,9700,
2.41462,2.6248412,0.91991085,9750,
2.3822756,2.61173,0.91214466,9800,
1.6460713,1.9230373,0.85597473,9850,
3.3254201,3.877202,0.8576855,9900,
2.482778,2.5775778,0.9632214,9950,
,,,9999,0
